https://rozetka.com.ua/ua/apple-mxp63ze-a/p448744721/,September_25_Daily Draw_2_296х296
https://rozetka.com.ua/ua/pocketbook-pb634-a-cis/p398663790/,September_25_Daily Draw_3_296х296
https://www.moyo.ua/ua/fotobumaga-fujifilm-instax-square-86kh72mm-2kh10sht/448934.html,September_26_Daily Draw_1_296х296_1
https://www.moyo.ua/ua/fotokamera_momentalnoy_pechati_fujifilm_instax_sq40_black_16802802_/556141.html,September_26_Daily Draw_1_296х296_2
https://www.moyo.ua/ua/smartfon_samsung_galaxy_a16_4_128gb_light_green_sm-a165flgbeuc_/607976.html,September_26_Daily Draw_2_296х296
https://www.moyo.ua/ua/portativnaya_akustika_jbl_charge_5_teal_jblcharge5teal_/484060.html,September_26_Daily Draw_3_296х296
https://rozetka.com.ua/ua/samsung-sm-x115nzaasek/p412070418/,September_27_Daily Draw_1_296х296
https://www.moyo.ua/ua/saundbar_samsung_hw-c450_2_1-channel_300w_hw-c450_ua_/540672.html,September_27_Daily Draw_2_296х296
https://bt.rozetka.com.ua/ua/tommy-hilfiger-1792026/p409158465/,September_27_Daily Draw_3_296х296
https://www.moyo.ua/ua/monitor_msi_27_mag_274pfw_2xhdmi_dp_audio_ips_180hz_1ms_srgb_117_adaptivesync_has_belyy/616283.html,September_28_Daily Draw_1_296х296
https://www.moyo.ua/ua/portativnaya_akustika_jbl_charge_5_blue_jblcharge5blu_/484054.html,September_28_Daily Draw_2_296х296
https://rozetka.com.ua/ua/hp-cc180w/p454048106/,September_28_Daily Draw_3_296х296
https://www.moyo.ua/ua/planshet_lenovo_tab_m9_4_64_wifi_arctic_grey_case_film/537979.html,September_29_Daily Draw_1_296х296
https://rozetka.com.ua/ua/xiaomi-001012239143/p487766699/,September_29_Daily Draw_2_296х296
https://www.moyo.ua/ua/mikrofon_razer_seiren_v3_chroma_rz19-05060100-r3m1_/635312.html,September_29_Daily Draw_3_296х296
https://www.moyo.ua/ua/fotokamera_momentalnoy_pechati_fujifilm_instax_wide_400_16824123_/594912.html,September_30_Daily Draw_1_296х296
https://www.moyo.ua/ua/garnitura_igrovaya_asus_rog_pelta_usb-a_bt_wl_rgb_1_8m_chyornyy/617714.html,September_30_Daily Draw_2_296х296
https://www.ctrs.com.ua/portativnye-batarei/portzp-proove-powerbox-60000mah-65w-chorniy-752713.html,September_30_Daily Draw_3_296х296_1
https://rozetka.com.ua/ua/jbl-jblsndgearsnswht/p404253123/,September_30_Daily Draw_3_296х296_2
https://www.moyo.ua/ua/portativnaya_zaryadnaya_stantsiya_2e_diya_300w_320wh_2e-pps03032_/538123.html,September_31_Daily Draw_1_296х296